"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-04","Alberta","2016A000248","Sales and service occupations [6]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105367803","10.8.23.5","17.25","A","","","2"
"2022-07","Alberta","2016A000248","Sales and service occupations [6]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105367803","10.8.23.5","17.35","A","","","2"
"2022-10","Alberta","2016A000248","Sales and service occupations [6]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105367803","10.8.23.5","17.25","A","","","2"
"2023-01","Alberta","2016A000248","Sales and service occupations [6]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105367803","10.8.23.5","17.40","A","","","2"
"2023-04","Alberta","2016A000248","Sales and service occupations [6]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105367803","10.8.23.5","17.50","A","","","2"
"2023-07","Alberta","2016A000248","Sales and service occupations [6]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105367803","10.8.23.5","17.60","A","","","2"
"2015-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","","..","","","2"
"2015-04","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","13.70","A","","","2"
"2015-07","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","13.00","A","","","2"
"2015-10","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","13.00","A","","","2"
"2016-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","13.35","A","","","2"
"2016-04","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","13.85","A","","","2"
"2016-07","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","13.40","A","","","2"
"2016-10","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","13.70","A","","","2"
"2017-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","14.65","A","","","2"
"2017-04","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","14.50","A","","","2"
"2017-07","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","14.55","A","","","2"
"2017-10","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","15.25","A","","","2"
"2018-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.00","A","","","2"
"2018-04","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","15.35","A","","","2"
"2018-07","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","15.35","A","","","2"
"2018-10","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.15","A","","","2"
"2019-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.70","A","","","2"
"2019-04","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.45","A","","","2"
"2019-07","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.80","A","","","2"
"2019-10","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.20","A","","","2"
"2020-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.50","A","","","2"
"2020-10","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.10","A","","","2"
"2021-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.70","A","","","2"
"2021-04","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.40","A","","","2"
"2021-07","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","16.70","A","","","2"
"2021-10","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","17.10","A","","","2"
"2022-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","17.00","A","","","2"
"2022-04","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","17.60","A","","","2"
"2022-07","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","17.25","A","","","2"
"2022-10","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","17.00","A","","","2"
"2023-01","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","17.20","A","","","2"
"2023-04","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","17.30","A","","","2"
"2023-07","Alberta","2016A000248","Sales and service occupations [6]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105367806","10.8.24.5","17.45","A","","","2"
"2015-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","","..","","","2"
"2015-04","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","13.10","A","","","2"
"2015-07","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","13.00","A","","","2"
"2015-10","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","13.05","A","","","2"
"2016-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","13.85","A","","","2"
"2016-04","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","13.50","A","","","2"
"2016-07","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","13.90","A","","","2"
"2016-10","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","15.45","A","","","2"
"2017-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","15.15","A","","","2"
"2017-04","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","14.50","A","","","2"
"2017-07","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","14.70","A","","","2"
"2017-10","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","14.95","A","","","2"
"2018-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.85","A","","","2"
"2018-04","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","15.85","A","","","2"
"2018-07","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.40","A","","","2"
"2018-10","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.90","A","","","2"
"2019-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.10","A","","","2"
"2019-04","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.75","A","","","2"
"2019-07","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.85","A","","","2"
"2019-10","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.80","A","","","2"
"2020-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.30","A","","","2"
"2020-10","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.55","A","","","2"
"2021-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.25","A","","","2"
"2021-04","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.45","A","","","2"
"2021-07","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","16.55","A","","","2"
"2021-10","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.00","A","","","2"
"2022-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.65","A","","","2"
"2022-04","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.45","A","","","2"
"2022-07","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.65","A","","","2"
"2022-10","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.20","A","","","2"
"2023-01","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.55","A","","","2"
"2023-04","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.15","A","","","2"
"2023-07","Alberta","2016A000248","Sales and service occupations [6]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105367809","10.8.25.5","17.30","A","","","2"
"2015-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","","..","","","2"
"2015-04","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","14.50","A","","","2"
"2015-07","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","14.95","A","","","2"
"2015-10","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","13.75","A","","","2"
"2016-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","14.65","A","","","2"
"2016-04","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","14.30","A","","","2"
"2016-07","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","15.20","A","","","2"
"2016-10","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","15.10","A","","","2"
"2017-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","15.60","B","","","2"
"2017-04","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","15.10","A","","","2"
"2017-07","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","15.10","A","","","2"
"2017-10","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","16.25","A","","","2"
"2018-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","16.30","A","","","2"
"2018-04","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","16.40","A","","","2"
"2018-07","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.30","B","","","2"
"2018-10","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","16.90","A","","","2"
"2019-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.60","A","","","2"
"2019-04","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","16.75","A","","","2"
"2019-07","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.20","A","","","2"
"2019-10","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","18.05","A","","","2"
"2020-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.20","A","","","2"
"2020-10","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","16.95","A","","","2"
"2021-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.70","A","","","2"
"2021-04","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.10","A","","","2"
"2021-07","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.00","A","","","2"
"2021-10","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","16.85","A","","","2"
"2022-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.55","A","","","2"
"2022-04","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.00","A","","","2"
"2022-07","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.20","A","","","2"
"2022-10","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.35","A","","","2"
"2023-01","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.30","A","","","2"
"2023-04","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","18.70","A","","","2"
"2023-07","Alberta","2016A000248","Sales and service occupations [6]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105367812","10.8.26.5","17.95","A","","","2"
"2015-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","","..","","","2"
"2015-04","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","15.30","A","","","2"
"2015-07","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","13.65","A","","","2"
"2015-10","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","16.10","B","","","2"
"2016-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","14.15","B","","","2"
"2016-04","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","14.45","A","","","2"
"2016-07","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","14.90","A","","","2"
"2016-10","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","14.85","A","","","2"
"2017-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","15.15","A","","","2"
"2017-04","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.15","B","","","2"
"2017-07","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","16.35","A","","","2"
"2017-10","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.65","B","","","2"
"2018-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","16.35","B","","","2"
"2018-04","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","16.70","A","","","2"
"2018-07","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.15","A","","","2"
"2018-10","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.75","A","","","2"
"2019-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","18.25","A","","","2"
"2019-04","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","19.15","B","","","2"
"2019-07","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","16.50","A","","","2"
"2019-10","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.50","A","","","2"
"2020-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","16.90","A","","","2"
"2020-10","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.75","B","","","2"
"2021-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.60","A","","","2"
"2021-04","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","18.55","A","","","2"
"2021-07","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.45","A","","","2"
"2021-10","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.20","A","","","2"
"2022-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.45","A","","","2"
"2022-04","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.55","A","","","2"
"2022-07","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.45","A","","","2"
"2022-10","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","18.05","A","","","2"
"2023-01","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","18.45","A","","","2"
"2023-04","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.95","A","","","2"
"2023-07","Alberta","2016A000248","Sales and service occupations [6]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105367815","10.8.27.5","17.95","A","","","2"
"2015-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","","..","","","2"
"2015-04","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","14.35","A","","","2"
"2015-07","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","14.25","A","","","2"
"2015-10","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","15.20","A","","","2"
"2016-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","15.20","A","","","2"
"2016-04","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","14.35","A","","","2"
"2016-07","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","14.85","A","","","2"
"2016-10","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","14.90","A","","","2"
"2017-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.30","B","","","2"
"2017-04","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","14.95","A","","","2"
"2017-07","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","15.35","A","","","2"
"2017-10","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","19.05","B","","","2"
"2018-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","19.20","A","","","2"
"2018-04","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.55","A","","","2"
"2018-07","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.00","A","","","2"
"2018-10","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.85","A","","","2"
"2019-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.25","A","","","2"
"2019-04","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.80","A","","","2"
"2019-07","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.95","A","","","2"
"2019-10","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.75","A","","","2"
"2020-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.50","A","","","2"
"2020-10","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.30","A","","","2"
"2021-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.85","A","","","2"
"2021-04","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","19.30","B","","","2"
"2021-07","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.85","A","","","2"
"2021-10","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.10","A","","","2"
"2022-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.70","A","","","2"
"2022-04","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","16.90","A","","","2"
"2022-07","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.35","A","","","2"
"2022-10","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.05","A","","","2"
"2023-01","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.30","A","","","2"
